thymic capsular fibroblast:Thoracic Thymus	C7;HSPB6;MFAP4;SPARCL1;SRPX;PTN;DPT;RSPO3;RBP5;PTGDS
macrophage:Thoracic Thymus	SLC40A1;C1QC;RNASE1;APOE;SEPP1;C1QA;MS4A7;LGMN;C1QB;STAB1 (general macrophages)
parasympathetic cholinergic nerve:Thoracic Thymus	
sympathetic noradrenergic neuron:Thoracic Thymus	
blood vessel endothelial cell:Thoracic Thymus	NPDC1;PLVAP;SPARCL1;IFI27;TM4SF1;RAMP2;RNASE1;BCAM;A2M;AQP1
beige adipocyte:Thoracic Thymus	
thymic interlobular fibroblast:Thoracic Thymus	FN1;COL1A2;LUM;COL14A1;OGN;IGFBP6;COL1A1;MGP;FBN1;COL3A1
erythroid lineage cell:Thoracic Thymus	HBM;HBA2;BLVRB;FAM178B;ALAS2;HBB;HBG2;HBA1;HBG1;AHSP
mast cell:Thoracic Thymus	HDC;PLIN2;IL1RL1;TPSAB1;TNFSF10;CPA3;GATA2;LMO4;TPSB2;HPGDS
eosinophil:Thoracic Thymus	
subcapsular cortical epithelial cell:Thoracic Thymus	
early T lineage precursor:Thoracic Thymus	BCL11B;CD19;CD7;CD34;GATA3;CD44;IRF8;CD79B;SPI1;MPO
double negative thymocyte 2:Thoracic Thymus	BCL11B;CD7;CD34;GATA3;CD44;CD3E;MME;SPI1;TCF7;PTCRA
double negative thymocyte 3:Thoracic Thymus	BCL11B;CD7;GATA3;CD34;CD3E;TCF7;MME;RAG2;PTCRA
double negative thymocyte 4:Thoracic Thymus	BCL11B;CD7;GATA3;PTCCRA;TCF7;CD1A;MME;CCD3E;RAG2;DNTT
thymic cortical macrophage:Thoracic Thymus	SLC40A1;C1QC;RNASE1;APOE;SEPP1;C1QA;MS4A7;LGMN;C1QB;STAB1 (general macrophages)
double-positive, alpha-beta thymocyte:Thoracic Thymus	CD8A;CD1B;CD8B;UHRRF1;CD1A;CD1E;SMPD3;SH3TC1;ELOVL4
thymic plasmacytoid dendritic cell:Thoracic Thymus	LILRA4;IRF7;IL3RA;PLD4;GZMB;CCDC50;IRF8;PLAC8;UGCG;JCHAIN
cortical thymic epithelial cell:Thoracic Thymus	PSMB11;GNG11;S100A14;COX7A1;PLTP;PDLIM1;SCX;PRSS16;CTSV;CCL25
unswitched memory B cell:Thoracic Thymus	LY86;MS4A1;TNFRSF13B (general memory B);HLA-DRA;CRIP1;GPR183;IGHA1;HLA-DQA1;BANK1;ADAM28
class switched memory B cell:Thoracic Thymus	LY86;MS4A1;TNFRSF13B (general memory B);HLA-DRA;CRIP1;GPR183;IGHA1;HLA-DQA1;BANK1;ADAM28
plasmablast:Thoracic Thymus	
plasma cell:Thoracic Thymus	IGHG1;IGKC;IGHG3;SSR4;FKBP11;XBP1;DERL3;SEC11C;JCHAIN;MZB1
monocyte:Thoracic Thymus	VCAN;S100A6;CD52;S100A12;S100A9;CTSS;S100A8;FCN1;LYZ;S100A4
mature CD4 single-positive thymocyte:Thoracic Thymus	SELL;CAMK4;DENND2D;ADD3;C1orf228;IFTIM2;ID2;RPL17;GIMAP7;C1orf288;ABLIM1
mature CD8 single-positive thymocyte:Thoracic Thymus	CD8A;CD7;RP11-291B21.2;CD8B;GZMM;IL7R;STK17A;ACTN1;CHI3L2;LRRN3
